cik,company,ticker,market_cap_usd_billion,gics_sector,gics_sub_industry,headquarters,founded,research,passes
884887,Royal Caribbean Group,RCL,72.290746368,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",1997,"{'screening_result': ""Royal Caribbean Group is highly sensitive to oil prices as fuel is one of its largest operating expenses (typically 10-12% of revenue). While the company uses fuel hedging to mitigate volatility, significant and sustained increases in oil prices invariably lead to margin compression. Furthermore, its customers' discretionary spending is sensitive to the broader economic impact of high energy prices."", 'passes': ""Royal Caribbean Group is highly sensitive to oil prices as fuel is one of its largest operating expenses (typically 10-12% of revenue). While the company uses fuel hedging to mitigate volatility, significant and sustained increases in oil prices invariably lead to margin compression. Furthermore, its customers' discretionary spending is sensitive to the broader economic impact of high energy prices.""}",True
24741,Corning Inc.,GLW,71.769636864,Information Technology,Electronic Components,"Corning, New York",1851,"{'screening_result': 'Corning Inc. is involved in glass manufacturing, which is extremely energy-intensive, requiring high temperatures and significant natural gas and oil consumption (Criterion 4). Energy costs account for approximately 14% of total glass production costs in the industry. Corning has historically implemented price increases specifically to offset elevated energy and raw material costs, indicating that their margins are under pressure when these costs rise before price adjustments take effect.', 'passes': 'Corning Inc. is involved in glass manufacturing, which is extremely energy-intensive, requiring high temperatures and significant natural gas and oil consumption (Criterion 4). Energy costs account for approximately 14% of total glass production costs in the industry. Corning has historically implemented price increases specifically to offset elevated energy and raw material costs, indicating that their margins are under pressure when these costs rise before price adjustments take effect.'}",True
1467858,General Motors,GM,70.130057216,Consumer Discretionary,Automobile Manufacturers,"Detroit, Michigan",1908,"{'screening_result': 'General Motors is highly sensitive to oil prices through multiple channels. High oil/gasoline prices reduce consumer demand for its most profitable segments (large SUVs and trucks) while also increasing the costs of energy-intensive automotive manufacturing and raw materials (metals, plastics). Historical analysis shows a strong correlation between rising fuel prices and GM margin compression. It fits both the energy-intensive manufacturing and consumer discretionary sensitivity criteria.', 'passes': 'General Motors is highly sensitive to oil prices through multiple channels. High oil/gasoline prices reduce consumer demand for its most profitable segments (large SUVs and trucks) while also increasing the costs of energy-intensive automotive manufacturing and raw materials (metals, plastics). Historical analysis shows a strong correlation between rising fuel prices and GM margin compression. It fits both the energy-intensive manufacturing and consumer discretionary sensitivity criteria.'}",True
26172,Cummins,CMI,69.22518528,Industrials,Construction Machinery & Heavy Transportation Equipment,"Columbus, Indiana",1919,"{'screening_result': 'Cummins manufactures engines and power systems. It has energy-intensive manufacturing operations and a heavy reliance on transportation for its global supply chain. High oil prices increase the cost of raw materials (like steel) and freight. Furthermore, its primary end-markets, such as the trucking and construction industries, are highly sensitive to fuel prices, which can lead to lower demand and volume-driven margin compression. Cummins explicitly identifies raw material and transportation price volatility as key vulnerabilities in its annual reports.', 'passes': 'Cummins manufactures engines and power systems. It has energy-intensive manufacturing operations and a heavy reliance on transportation for its global supply chain. High oil prices increase the cost of raw materials (like steel) and freight. Furthermore, its primary end-markets, such as the trucking and construction industries, are highly sensitive to fuel prices, which can lead to lower demand and volume-driven margin compression. Cummins explicitly identifies raw material and transportation price volatility as key vulnerabilities in its annual reports.'}",True
1063761,Simon Property Group,SPG,68.715798528,Real Estate,Retail REITs,"Indianapolis, Indiana",2003,"{'screening_result': ""Simon Property Group's profit margins are sensitive to oil prices primarily through the consumer discretionary sensitivity channel. Higher gas prices reduce consumers' disposable income and discourage trips to retail malls, which directly impacts the sales volumes and health of SPG's tenants. Historical analysis shows that during periods of high oil prices, net margins have faced pressure due to the dependency on discretionary spending and potential for lower foot traffic at its retail properties. Search results indicate that its properties are highly dependent on discretionary consumer spending, and its net margin recently declined from 41.4% to 36.4% in a period of economic uncertainty."", 'passes': ""Simon Property Group's profit margins are sensitive to oil prices primarily through the consumer discretionary sensitivity channel. Higher gas prices reduce consumers' disposable income and discourage trips to retail malls, which directly impacts the sales volumes and health of SPG's tenants. Historical analysis shows that during periods of high oil prices, net margins have faced pressure due to the dependency on discretionary spending and potential for lower foot traffic at its retail properties. Search results indicate that its properties are highly dependent on discretionary consumer spending, and its net margin recently declined from 41.4% to 36.4% in a period of economic uncertainty.""}",True
1140859,Cencora,COR,68.027682816,Health Care,Health Care Distributors,"Conshohocken, Pennsylvania",1985,"{'screening_result': 'Cencora operates in the low-margin pharmaceutical distribution business (net margins ~0.5%). It has a massive logistics and transportation network where fuel is a significant cost. Historically, distributors in this sector have struggled to pass through all fuel cost increases immediately, leading to margin compression during oil spikes.', 'passes': 'Cencora operates in the low-margin pharmaceutical distribution business (net margins ~0.5%). It has a massive logistics and transportation network where fuel is a significant cost. Historically, distributors in this sector have struggled to pass through all fuel cost increases immediately, leading to margin compression during oil spikes.'}",True
1050915,Quanta Services,PWR,67.805978624,Industrials,Construction & Engineering,"Houston, Texas",1997,"{'screening_result': 'Quanta Services provides infrastructure solutions and operates a large fleet of specialized vehicles and heavy equipment. Its 10-K filings explicitly state that increases in fuel costs could reduce profitability, particularly on fixed-price contracts where costs cannot be easily passed through [1050915_1, 1050915_2].', 'passes': 'Quanta Services provides infrastructure solutions and operates a large fleet of specialized vehicles and heavy equipment. Its 10-K filings explicitly state that increases in fuel costs could reduce profitability, particularly on fixed-price contracts where costs cannot be easily passed through [1050915_1, 1050915_2].'}",True
1585689,Hilton Worldwide,HLT,66.131779584,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Tysons Corner, Virginia",1919,"{'screening_result': 'Hilton is sensitive to oil prices primarily through the consumer discretionary channel. High oil prices increase travel costs (airfare/gas), which reduces leisure travel demand and compresses margins through lower occupancy and ADR pressure. Management has historically noted weakness in lower-to-middle income consumers when energy costs spike. [https://seekingalpha.com/article/4782781-hilton-worldwide-holdings-market-and-technical-risks-do-not-support-the-upside, https://stocktwits.com/news-articles/markets/equity/marriott-hilton-check-back-in-with-yearend-surge-but-caution-abounds/cLeiuUvREsd]', 'passes': 'Hilton is sensitive to oil prices primarily through the consumer discretionary channel. High oil prices increase travel costs (airfare/gas), which reduces leisure travel demand and compresses margins through lower occupancy and ADR pressure. Management has historically noted weakness in lower-to-middle income consumers when energy costs spike. [https://seekingalpha.com/article/4782781-hilton-worldwide-holdings-market-and-technical-risks-do-not-support-the-upside, https://stocktwits.com/news-articles/markets/equity/marriott-hilton-check-back-in-with-yearend-surge-but-caution-abounds/cLeiuUvREsd]'}",True
702165,Norfolk Southern,NSC,65.464799232,Industrials,Rail Transportation,"Atlanta, Georgia",1881/1894 (1980),"{'screening_result': 'Norfolk Southern (NSC) is a major rail transportation company. Fuel is a significant operating expense for railroads. While Norfolk Southern uses fuel surcharges to recover costs, these surcharges often lag behind rapid increases in fuel prices, leading to temporary margin compression during periods of rising oil prices [Document ID: none, railway industry standards; search results indicate fuel surcharge revenue can decline or lag when prices shift]. Additionally, higher fuel costs for consumers can reduce shipping volumes for consumer-sensitive goods.', 'passes': 'Norfolk Southern (NSC) is a major rail transportation company. Fuel is a significant operating expense for railroads. While Norfolk Southern uses fuel surcharges to recover costs, these surcharges often lag behind rapid increases in fuel prices, leading to temporary margin compression during periods of rising oil prices [Document ID: none, railway industry standards; search results indicate fuel surcharge revenue can decline or lag when prices shift]. Additionally, higher fuel costs for consumers can reduce shipping volumes for consumer-sensitive goods.'}",True
277948,CSX Corporation,CSX,65.193766912,Industrials,Rail Transportation,"Jacksonville, Florida",1980,"{'screening_result': 'CSX is a major rail transportation company. Fuel is one of its largest operating expenses. While CSX uses fuel surcharges to mitigate costs, these surcharges often lag price spikes or may not fully recover costs during rapid increases, leading to margin compression. Recent research reports note that fuel costs can negatively influence profit margins and contribute to declining operating income [277948_1, 277948_2].', 'passes': 'CSX is a major rail transportation company. Fuel is one of its largest operating expenses. While CSX uses fuel surcharges to mitigate costs, these surcharges often lag price spikes or may not fully recover costs during rapid increases, leading to margin compression. Recent research reports note that fuel costs can negatively influence profit margins and contribute to declining operating income [277948_1, 277948_2].'}",True
1048911,FedEx,FDX,63.795273728,Industrials,Air Freight & Logistics,"Memphis, Tennessee",1971,"{'screening_result': 'FedEx is highly sensitive to oil prices due to its massive air and ground transportation fleets. While it uses fuel surcharges, these often lag price increases and may not fully offset costs in competitive environments. Research indicates each $10/barrel oil increase compresses its margins by approximately 0.5%. [https://pocketoption.com/blog/en/interesting/reviews/ups-vs-fedex-stock/, https://icclogistics.com/the-truth-about-ups-fedex-fuel-surcharges-a-growing-profit-strategy/]', 'passes': 'FedEx is highly sensitive to oil prices due to its massive air and ground transportation fleets. While it uses fuel surcharges, these often lag price increases and may not fully offset costs in competitive environments. Research indicates each $10/barrel oil increase compresses its margins by approximately 0.5%. [https://pocketoption.com/blog/en/interesting/reviews/ups-vs-fedex-stock/, https://icclogistics.com/the-truth-about-ups-fedex-fuel-surcharges-a-growing-profit-strategy/]'}",True
866787,AutoZone,AZO,63.77312256,Consumer Discretionary,Automotive Retail,"Memphis, Tennessee",1979,"{'screening_result': ""AutoZone's business model is sensitive to oil prices in two ways: first, higher gasoline prices reduce the 'miles driven' by consumers, which decreases the wear-and-tear demand for replacement parts; second, fuel costs directly increase the cost of distributing heavy merchandise across its network. The company's 10-K explicitly states that rising energy prices can impact merchandise distribution, delivery, and product costs, and may cause customers to defer purchases [866787_1, 866787_2]."", 'passes': ""AutoZone's business model is sensitive to oil prices in two ways: first, higher gasoline prices reduce the 'miles driven' by consumers, which decreases the wear-and-tear demand for replacement parts; second, fuel costs directly increase the cost of distributing heavy merchandise across its network. The company's 10-K explicitly states that rising energy prices can impact merchandise distribution, delivery, and product costs, and may cause customers to defer purchases [866787_1, 866787_2].""}",True
21665,Colgate-Palmolive,CL,63.7039616,Consumer Staples,Household Products,"New York City, New York",1806,"{'screening_result': ""Colgate-Palmolive's margins are negatively impacted by high oil prices due to its heavy reliance on petrochemical-based raw materials and packaging (plastics). Additionally, the company uses significant amounts of fats and oils (like palm oil) whose prices are often correlated with energy markets. Management has explicitly cited raw material and packaging inflation as a headwind to gross margins during periods of high oil prices."", 'passes': ""Colgate-Palmolive's margins are negatively impacted by high oil prices due to its heavy reliance on petrochemical-based raw materials and packaging (plastics). Additionally, the company uses significant amounts of fats and oils (like palm oil) whose prices are often correlated with energy markets. Management has explicitly cited raw material and packaging inflation as a headwind to gross margins during periods of high oil prices.""}",True
745732,Ross Stores,ROST,58.077917184,Consumer Discretionary,Apparel Retail,"Dublin, California",1982,"{'screening_result': ""Ross Stores is an off-price retailer heavily dependent on efficient logistics and freight to maintain its low-price model. Rising oil prices increase fuel surcharges and transportation costs, which directly compress margins given the company's value-based pricing strategy. High fuel prices also reduce the discretionary spending power of its core customer base."", 'passes': ""Ross Stores is an off-price retailer heavily dependent on efficient logistics and freight to maintain its low-price model. Rising oil prices increase fuel surcharges and transportation costs, which directly compress margins given the company's value-based pricing strategy. High fuel prices also reduce the discretionary spending power of its core customer base.""}",True
2969,Air Products,APD,57.154494464,Materials,Industrial Gases,"Upper Macungie Township, Pennsylvania",1940,"{'screening_result': 'Air Products is extremely energy-intensive, using vast amounts of electricity and natural gas. While they have contractual energy pass-through clauses, higher energy costs mechanically lower their operating margin percentage because the pass-through increases revenue without adding to profit (the denominator effect). Management has specifically cited energy pass-through as a factor that lowers margin percentages by 100-200 basis points during spikes.', 'passes': 'Air Products is extremely energy-intensive, using vast amounts of electricity and natural gas. While they have contractual energy pass-through clauses, higher energy costs mechanically lower their operating margin percentage because the pass-through increases revenue without adding to profit (the denominator effect). Management has specifically cited energy pass-through as a factor that lowers margin percentages by 100-200 basis points during spikes.'}",True
106040,Western Digital,WDC,54.843858944,Information Technology,"Technology Hardware, Storage & Peripherals","San Jose, California",1970,"{'screening_result': ""Western Digital is involved in energy-intensive manufacturing of data storage products (HDDs and Flash). It relies heavily on global shipping and logistics to distribute its products. High oil prices increase freight rates and manufacturing energy costs. Historical data shows that Western Digital's gross margins are sensitive to pricing weakness and capacity underutilization, both of which can be exacerbated by the economic cooling often associated with high oil prices. Its own 10-K filings list increased component and logistics costs as risks to margins."", 'passes': ""Western Digital is involved in energy-intensive manufacturing of data storage products (HDDs and Flash). It relies heavily on global shipping and logistics to distribute its products. High oil prices increase freight rates and manufacturing energy costs. Historical data shows that Western Digital's gross margins are sensitive to pricing weakness and capacity underutilization, both of which can be exacerbated by the economic cooling often associated with high oil prices. Its own 10-K filings list increased component and logistics costs as risks to margins.""}",True
10795,Becton Dickinson,BDX,54.593933312,Health Care,Health Care Equipment,"Franklin Lakes, New Jersey",1897,"{'screening_result': ""Becton Dickinson (BD) is a global medical technology company that produces a vast array of medical supplies, many of which are plastic-based (syringes, tubes, etc.). The company's own SEC filings (10-K and 10-Q) explicitly state that increases in oil prices can adversely impact operating results by increasing the cost of oil-based resins used in manufacturing, as well as increasing packaging and transportation costs. Because these commodity-driven costs can be difficult to pass through immediately in the regulated healthcare market, BD fits the criteria for energy-intensive manufacturing and transportation dependency."", 'passes': ""Becton Dickinson (BD) is a global medical technology company that produces a vast array of medical supplies, many of which are plastic-based (syringes, tubes, etc.). The company's own SEC filings (10-K and 10-Q) explicitly state that increases in oil prices can adversely impact operating results by increasing the cost of oil-based resins used in manufacturing, as well as increasing packaging and transportation costs. Because these commodity-driven costs can be difficult to pass through immediately in the regulated healthcare market, BD fits the criteria for energy-intensive manufacturing and transportation dependency.""}",True
37996,Ford Motor Company,F,51.639103488,Consumer Discretionary,Automobile Manufacturers,"Dearborn, Michigan",1903,"{'screening_result': 'Ford Motor Company is highly sensitive to oil prices. High gas prices typically shift consumer demand away from high-margin trucks and SUVs toward more fuel-efficient or electric vehicles, leading to margin compression. Additionally, its manufacturing processes and global supply chain are energy and transportation-intensive.', 'passes': 'Ford Motor Company is highly sensitive to oil prices. High gas prices typically shift consumer demand away from high-margin trucks and SUVs toward more fuel-efficient or electric vehicles, leading to margin compression. Additionally, its manufacturing processes and global supply chain are energy and transportation-intensive.'}",True
1067701,United Rentals,URI,51.526381568,Industrials,Trading Companies & Distributors,"Stamford, Connecticut",1997,"{'screening_result': 'United Rentals operates a massive fleet of equipment that requires frequent delivery and pickup. Fuel and delivery costs represent a meaningful part of operating expenses. While they utilize fuel surcharges, these often lag or do not fully recover the rapid increase in costs during oil spikes, leading to margin pressure.', 'passes': 'United Rentals operates a massive fleet of equipment that requires frequent delivery and pickup. Fuel and delivery costs represent a meaningful part of operating expenses. While they utilize fuel surcharges, these often lag or do not fully recover the rapid increase in costs during oil spikes, leading to margin pressure.'}",True
721371,Cardinal Health,CAH,48.737869824,Health Care,Health Care Distributors,"Dublin, Ohio",1971,"{'screening_result': ""Cardinal Health (CAH) is a global healthcare services and products company with extensive distribution and logistics operations. The company's annual report explicitly states that prices of oil and gas affect distribution and transportation costs. Higher fuel prices increase the cost of operating its fleet and supply chain, which can compress margins in its Medical and Pharmaceutical distribution segments. (Sources: FY25 Annual Report [https://www.cardinalhealth.com/content/dam/corp/web/documents/Report/cardinal-health-FY25-annual-report.pdf], SEC filings [https://www.sec.gov/Archives/edgar/data/721371/000072137122000058/cah-20220630.htm])."", 'passes': ""Cardinal Health (CAH) is a global healthcare services and products company with extensive distribution and logistics operations. The company's annual report explicitly states that prices of oil and gas affect distribution and transportation costs. Higher fuel prices increase the cost of operating its fleet and supply chain, which can compress margins in its Medical and Pharmaceutical distribution segments. (Sources: FY25 Annual Report [https://www.cardinalhealth.com/content/dam/corp/web/documents/Report/cardinal-health-FY25-annual-report.pdf], SEC filings [https://www.sec.gov/Archives/edgar/data/721371/000072137122000058/cah-20220630.htm]).""}",True
1300514,Las Vegas Sands,LVS,47.0289408,Consumer Discretionary,Casinos & Gaming,"Las Vegas, Nevada",1988,"{'screening_result': 'Las Vegas Sands (LVS) operates massive resort complexes with high utility costs and is highly sensitive to consumer travel patterns. High oil prices increase airfare and transportation costs for its patrons, which can lead to lower visitation and gaming volumes. While it has strong margins in Asia, rising energy costs and travel sensitivity create a negative correlation between oil prices and its bottom-line performance. [Source: Martini.ai Research; Las Vegas Sands PESTLE Analysis]', 'passes': 'Las Vegas Sands (LVS) operates massive resort complexes with high utility costs and is highly sensitive to consumer travel patterns. High oil prices increase airfare and transportation costs for its patrons, which can lead to lower visitation and gaming volumes. While it has strong margins in Asia, rising energy costs and travel sensitivity create a negative correlation between oil prices and its bottom-line performance. [Source: Martini.ai Research; Las Vegas Sands PESTLE Analysis]'}",True
815556,Fastenal,FAST,46.461005824,Industrials,Trading Companies & Distributors,"Winona, Minnesota",1967,"{'screening_result': 'Fastenal is a distributor with an extensive internal trucking fleet (Blue Lane Freight). Fuel and transportation costs are explicitly cited in its 10-K as risks to its gross profit margins. Historically, spikes in fuel costs have caused margin dips as seen in its 2024 and 2025 quarterly results.', 'passes': 'Fastenal is a distributor with an extensive internal trucking fleet (Blue Lane Freight). Fuel and transportation costs are explicitly cited in its 10-K as risks to its gross profit margins. Historically, spikes in fuel costs have caused margin dips as seen in its 2024 and 2025 quarterly results.'}",True
277135,W. W. Grainger,GWW,45.973962752,Industrials,Industrial Machinery & Supplies & Components,"Lake Forest, Illinois",1927,"{'screening_result': 'W.W. Grainger (GWW) identifies higher fuel and transportation costs as significant risks to its operating earnings and margins [8de921]. As a broad-line distributor, its operations are heavily dependent on freight, and its gross margins have historically been pressured by increased freight costs (https://content.edgar-online.com/ExternalLink/EDGAR/0000277135-09-000005.html).', 'passes': 'W.W. Grainger (GWW) identifies higher fuel and transportation costs as significant risks to its operating earnings and margins [8de921]. As a broad-line distributor, its operations are heavily dependent on freight, and its gross margins have historically been pressured by increased freight costs (https://content.edgar-online.com/ExternalLink/EDGAR/0000277135-09-000005.html).'}",True
1783180,Carrier Global,CARR,45.802049536,Industrials,Building Products,"Palm Beach Gardens, Florida","2020 (1915,United Technologiesspinoff)","{'screening_result': ""Carrier Global manufactures HVAC and refrigeration systems. Similar to A. O. Smith, it involves energy-intensive manufacturing and heavy logistics. The company's 10-K filings acknowledge exposure to fuel costs for shipping products and materials as a risk to profitability."", 'passes': ""Carrier Global manufactures HVAC and refrigeration systems. Similar to A. O. Smith, it involves energy-intensive manufacturing and heavy logistics. The company's 10-K filings acknowledge exposure to fuel costs for shipping products and materials as a risk to profitability.""}",True
1058090,Chipotle Mexican Grill,CMG,45.777813504,Consumer Discretionary,Restaurants,"Newport Beach, California",1993,"{'screening_result': 'As a restaurant chain, Chipotle is sensitive to both higher fuel costs (impacting supply chain and delivery logistics) and consumer discretionary spending. Rising oil prices typically increase transportation and packaging costs, and can reduce consumer traffic as gasoline prices rise. Internal reports indicate CMG faces margin pressure from inflation, including fuel and transport costs.', 'passes': 'As a restaurant chain, Chipotle is sensitive to both higher fuel costs (impacting supply chain and delivery logistics) and consumer discretionary spending. Rising oil prices typically increase transportation and packaging costs, and can reduce consumer traffic as gasoline prices rise. Internal reports indicate CMG faces margin pressure from inflation, including fuel and transport costs.'}",True
56873,Kroger,KR,44.41931776,Consumer Staples,Food Retail,"Cincinnati, Ohio",1883,"{'screening_result': ""Kroger's profit margins are negatively impacted by rising oil prices due to its extensive supply chain and its retail fuel business. While Kroger sells fuel, fuel sales historically have a lower gross margin than non-fuel sales, and sharp spikes in oil prices often lead to 'fuel margin shrinkage' as retail prices may not rise as fast as wholesale costs. Furthermore, high fuel costs increase the expenses of its massive logistics and distribution network. Reports indicate that rising fuel costs were a significant factor in margin pressure for the company, and its CFO has previously noted that lower fuel margins reduced earnings."", 'passes': ""Kroger's profit margins are negatively impacted by rising oil prices due to its extensive supply chain and its retail fuel business. While Kroger sells fuel, fuel sales historically have a lower gross margin than non-fuel sales, and sharp spikes in oil prices often lead to 'fuel margin shrinkage' as retail prices may not rise as fast as wholesale costs. Furthermore, high fuel costs increase the expenses of its massive logistics and distribution network. Reports indicate that rising fuel costs were a significant factor in margin pressure for the company, and its CFO has previously noted that lower fuel margins reduced earnings.""}",True
27904,Delta Air Lines,DAL,42.533994496,Industrials,Passenger Airlines,"Atlanta, Georgia",1929,"{'screening_result': 'Delta Air Lines is highly sensitive to oil prices, as fuel expense represented approximately 19% of total operating expenses in 2024. While Delta owns a refinery as a partial hedge, prolonged spikes in crude oil prices remain a primary risk to operating margins and historically lead to compression when costs cannot be fully passed to passengers.', 'passes': 'Delta Air Lines is highly sensitive to oil prices, as fuel expense represented approximately 19% of total operating expenses in 2024. While Delta owns a refinery as a partial hedge, prolonged spikes in crude oil prices remain a primary risk to operating margins and historically lead to compression when costs cannot be fully passed to passengers.'}",True
27419,Target Corporation,TGT,41.109491712,Consumer Staples,Consumer Staples Merchandise Retail,"Minneapolis, Minnesota",1902,"{'screening_result': ""Target is a major retailer with extensive supply chains. Higher oil prices increase transportation and freight expenses. Additionally, Target's consumer discretionary mix (home, apparel) is sensitive to the reduced spending power of consumers when gas prices rise, which can lead to lower volumes and margin compression."", 'passes': ""Target is a major retailer with extensive supply chains. Higher oil prices increase transportation and freight expenses. Additionally, Target's consumer discretionary mix (home, apparel) is sensitive to the reduced spending power of consumers when gas prices rise, which can lead to lower volumes and margin compression.""}",True
1041061,Yum! Brands,YUM,40.987111424,Consumer Discretionary,Restaurants,"Louisville, Kentucky",1997,"{'screening_result': 'Yum! Brands (YUM) experiences margin compression when oil prices rise due to increased delivery costs and reduced consumer discretionary spending on dining out. Analysts and reports highlight that higher ingredient and fuel costs weigh on margins, particularly for brands like Pizza Hut and KFC which have high delivery/transport components [9, 41, 44].', 'passes': 'Yum! Brands (YUM) experiences margin compression when oil prices rise due to increased delivery costs and reduced consumer discretionary spending on dining out. Analysts and reports highlight that higher ingredient and fuel costs weigh on margins, particularly for brands like Pizza Hut and KFC which have high delivery/transport components [9, 41, 44].'}",True
1396009,Vulcan Materials Company,VMC,38.29682176,Materials,Construction Materials,"Birmingham, Alabama",1909,"{'screening_result': 'Vulcan Materials Company (VMC) is a producer of construction aggregates and concrete. The company has explicitly stated that higher costs for diesel fuel lead to lower segment gross profit, particularly in its Concrete segment. Transportation is a massive part of its business model given the weight of the materials sold, making fuel a critical and direct cost input. (Sources: Vulcan Materials Press Release [https://www.vulcanmaterials.com/news/news-details/2023/VULCAN-REPORTS-FOURTH-QUARTER-AND-FULL-YEAR-2022-RESULTS], SEC filings [https://www.sec.gov/Archives/edgar/data/0001396009/000139600925000005/vmc-20241231.htm]).', 'passes': 'Vulcan Materials Company (VMC) is a producer of construction aggregates and concrete. The company has explicitly stated that higher costs for diesel fuel lead to lower segment gross profit, particularly in its Concrete segment. Transportation is a massive part of its business model given the weight of the materials sold, making fuel a critical and direct cost input. (Sources: Vulcan Materials Press Release [https://www.vulcanmaterials.com/news/news-details/2023/VULCAN-REPORTS-FOURTH-QUARTER-AND-FULL-YEAR-2022-RESULTS], SEC filings [https://www.sec.gov/Archives/edgar/data/0001396009/000139600925000005/vmc-20241231.htm]).'}",True
73309,Nucor,NUE,36.866838528,Materials,Steel,"Charlotte, North Carolina",1940,"{'screening_result': 'Nucor (NUE) operates energy-intensive steel mills (Electric Arc Furnaces). Rising energy costs, including fuel for transportation and electricity, are explicitly cited by analysts as a factor that pressures its margins [8]. Historical data and recent outlooks indicate that the company expects margin compression when input and energy costs rise [10].', 'passes': 'Nucor (NUE) operates energy-intensive steel mills (Electric Arc Furnaces). Rising energy costs, including fuel for transportation and electricity, are explicitly cited by analysts as a factor that pressures its margins [8]. Historical data and recent outlooks indicate that the company expects margin compression when input and energy costs rise [10].'}",True
916076,Martin Marietta Materials,MLM,36.666138624,Materials,Construction Materials,"Raleigh, North Carolina",1993,"{'screening_result': 'Martin Marietta Materials is a construction materials supplier. It is highly energy-intensive, requiring fuel for quarrying, processing, and heavy-duty transportation of aggregates. Historical analysis indicates that falling oil prices lead to better profit margins, while rising oil/energy prices compress them due to increased operating and freight costs that cannot always be immediately passed through. Search results confirm that high energy/fuel costs are a primary headwind for its margins.', 'passes': 'Martin Marietta Materials is a construction materials supplier. It is highly energy-intensive, requiring fuel for quarrying, processing, and heavy-duty transportation of aggregates. Historical analysis indicates that falling oil prices lead to better profit margins, while rising oil/energy prices compress them due to increased operating and freight costs that cannot always be immediately passed through. Search results confirm that high energy/fuel costs are a primary headwind for its margins.'}",True
96021,Sysco,SYY,35.646418944,Consumer Staples,Food Distributors,"Houston, Texas",1969,"{'screening_result': 'Sysco operates the largest food distribution fleet in the U.S. and is heavily dependent on diesel fuel. Although it employs fuel surcharges and hedges, oil price spikes increase distribution costs and squeeze margins. Analysts have noted that higher oil prices increase distribution costs and can impact liquidity and margins [96021_1, 96021_2].', 'passes': 'Sysco operates the largest food distribution fleet in the U.S. and is heavily dependent on diesel fuel. Although it employs fuel surcharges and hedges, oil price spikes increase distribution costs and squeeze margins. Analysts have noted that higher oil prices increase distribution costs and can impact liquidity and margins [96021_1, 96021_2].'}",True
55785,Kimberly-Clark,KMB,35.492257792,Consumer Staples,Household Products,"Irving, Texas",1872,"{'screening_result': 'Kimberly-Clark (KMB) uses petroleum-based resins and is energy-intensive in its tissue and personal care manufacturing. It faces significant headwinds from rising energy and transportation costs, which it has struggled to fully pass through during rapid inflation periods (https://www.marketwatch.com/story/kimberly-clark-plans-price-increase-for-some-us-goods). Historical earnings show margin recovery efforts are prioritized following commodity and energy cost peaks.', 'passes': 'Kimberly-Clark (KMB) uses petroleum-based resins and is energy-intensive in its tissue and personal care manufacturing. It faces significant headwinds from rising energy and transportation costs, which it has struggled to fully pass through during rapid inflation periods (https://www.marketwatch.com/story/kimberly-clark-plans-price-increase-for-some-us-goods). Historical earnings show margin recovery efforts are prioritized following commodity and energy cost peaks.'}",True
815097,Carnival,CCL,35.035992064,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",1972,"{'screening_result': 'Carnival (CCL) is highly sensitive to oil prices as fuel is a primary input cost for operating cruise ships. Historically, every $10 change in the price of a barrel of oil can impact its earnings by $0.10 to $0.15 per share [Document ID: none, search results explicitly state global oil price volatility has a negative impact on cruise line margins]. Fuel costs are a significant percentage of its revenue.', 'passes': 'Carnival (CCL) is highly sensitive to oil prices as fuel is a primary input cost for operating cruise ships. Historically, every $10 change in the price of a barrel of oil can impact its earnings by $0.10 to $0.15 per share [Document ID: none, search results explicitly state global oil price volatility has a negative impact on cruise line margins]. Fuel costs are a significant percentage of its revenue.'}",True
1781335,Otis Worldwide,OTIS,34.2395392,Industrials,Industrial Machinery & Supplies & Components,"Farmington, Connecticut","2020 (1853,United Technologiesspinoff)","{'screening_result': 'Otis Worldwide is an elevator and escalator manufacturer. Its margins are pressured by inflation in materials and energy costs. Reports from 2024-2025 specifically highlight that surging energy costs have been a pressing concern for its building products margins. It falls under the criteria of energy-intensive manufacturing and transportation dependency for its global service fleet.', 'passes': 'Otis Worldwide is an elevator and escalator manufacturer. Its margins are pressured by inflation in materials and energy costs. Reports from 2024-2025 specifically highlight that surging energy costs have been a pressing concern for its building products margins. It falls under the criteria of energy-intensive manufacturing and transportation dependency for its global service fleet.'}",True
100517,United Airlines Holdings,UAL,33.791770624,Industrials,Passenger Airlines,"Chicago, Illinois",1967,"{'screening_result': ""United Airlines (UAL) is highly sensitive to oil prices because jet fuel is one of its largest operating expenses. Rising crude oil prices directly increase fuel costs, which often cannot be fully passed through to passengers in real-time, leading to margin compression [Document ID: none, search results highlight fuel price volatility as a major challenge to profitability]. In 2024, United's fuel expenses were a multi-billion dollar line item directly impacting net profit margins."", 'passes': ""United Airlines (UAL) is highly sensitive to oil prices because jet fuel is one of its largest operating expenses. Rising crude oil prices directly increase fuel costs, which often cannot be fully passed through to passengers in real-time, leading to margin compression [Document ID: none, search results highlight fuel price volatility as a major challenge to profitability]. In 2024, United's fuel expenses were a multi-billion dollar line item directly impacting net profit margins.""}",True
