cik,company,ticker,market_cap_usd_billion,gics_sector,gics_sub_industry,headquarters,founded,research,passes
1048911,FedEx,FDX,63.795273728,Industrials,Air Freight & Logistics,"Memphis, Tennessee",1971,"{'screening_result': 'FedEx is highly dependent on fuel. While it uses surcharges, recent financial reports show that operating income and margins declined in periods where fuel price benefits (falling prices) were absent, and analysts note margins are sensitive to fuel costs despite surcharges.', 'passes': 'FedEx is highly dependent on fuel. While it uses surcharges, recent financial reports show that operating income and margins declined in periods where fuel price benefits (falling prices) were absent, and analysts note margins are sensitive to fuel costs despite surcharges.'}",True
21665,Colgate-Palmolive,CL,63.7039616,Consumer Staples,Household Products,"New York City, New York",1806,"{'screening_result': 'Colgate-Palmolive (CL) is a consumer staples manufacturer that uses significant amounts of petrochemical-based raw materials (plastics, surfactants) and fats/oils in its production. Rising oil prices directly increase these input costs and packaging expenses, which compresses gross margins (Criterion 4). Sources indicate that rising raw material costs, specifically petrochemicals, have historically impacted its profitability.', 'passes': 'Colgate-Palmolive (CL) is a consumer staples manufacturer that uses significant amounts of petrochemical-based raw materials (plastics, surfactants) and fats/oils in its production. Rising oil prices directly increase these input costs and packaging expenses, which compresses gross margins (Criterion 4). Sources indicate that rising raw material costs, specifically petrochemicals, have historically impacted its profitability.'}",True
831259,Freeport-McMoRan,FCX,61.7019392,Materials,Copper,"Phoenix, Arizona",1912,"{'screening_result': 'Freeport-McMoRan is a major copper miner with extremely energy-intensive operations. Energy costs (primarily diesel and electricity) represent approximately 20% of its site operating costs. Higher oil prices directly increase diesel costs for its massive mining fleet, and while copper prices may correlate with global growth, the direct margin impact from energy inflation is significant and noted as a source of margin pressure.', 'passes': 'Freeport-McMoRan is a major copper miner with extremely energy-intensive operations. Energy costs (primarily diesel and electricity) represent approximately 20% of its site operating costs. Higher oil prices directly increase diesel costs for its massive mining fleet, and while copper prices may correlate with global growth, the direct margin impact from energy inflation is significant and noted as a source of margin pressure.'}",True
745732,Ross Stores,ROST,58.077917184,Consumer Discretionary,Apparel Retail,"Dublin, California",1982,"{'screening_result': 'Ross Stores is an off-price retailer whose customer base is highly sensitive to gasoline price fluctuations, which reduces discretionary income. Additionally, the company faces higher freight and supply chain costs when oil prices rise [Source: https://finance.yahoo.com/news/zacks-analyst-blog-highlights-costco-124000926.html, https://www.msn.com/en-us/money/companies/earnings-preview-ross-stores-guidance-could-reflect-eroding-consumer-sentiment-tariff-headwinds/ar-AA1AfePn].', 'passes': 'Ross Stores is an off-price retailer whose customer base is highly sensitive to gasoline price fluctuations, which reduces discretionary income. Additionally, the company faces higher freight and supply chain costs when oil prices rise [Source: https://finance.yahoo.com/news/zacks-analyst-blog-highlights-costco-124000926.html, https://www.msn.com/en-us/money/companies/earnings-preview-ross-stores-guidance-could-reflect-eroding-consumer-sentiment-tariff-headwinds/ar-AA1AfePn].'}",True
2969,Air Products,APD,57.154494464,Materials,Industrial Gases,"Upper Macungie Township, Pennsylvania",1940,"{'screening_result': 'Air Products (APD) operates in the energy-intensive industrial gas sector. Higher energy costs are a significant input. The company uses energy cost pass-through mechanisms; however, these pass-throughs can actually compress margin percentages due to the ""denominator effect"" (higher revenue from pass-throughs with no additional profit). In fiscal 2025, the company reported that higher energy cost pass-throughs accounted for approximately 150 basis points of a 380 basis point decline in operating margin.', 'passes': 'Air Products (APD) operates in the energy-intensive industrial gas sector. Higher energy costs are a significant input. The company uses energy cost pass-through mechanisms; however, these pass-throughs can actually compress margin percentages due to the ""denominator effect"" (higher revenue from pass-throughs with no additional profit). In fiscal 2025, the company reported that higher energy cost pass-throughs accounted for approximately 150 basis points of a 380 basis point decline in operating margin.'}",True
75362,Paccar,PCAR,55.61389056,Industrials,Construction Machinery & Heavy Transportation Equipment,"Bellevue, Washington",1905,"{'screening_result': ""Paccar manufactures heavy-duty trucks. While it is an industrial manufacturer with energy costs, its margins are more significantly impacted by the health of the freight market. High oil prices hurt its customers (trucking companies), leading to lower truck demand and 'sluggish freight markets' which compress Paccar's margins through lower volumes and pricing pressure. This aligns with Criterion 3 (Consumer/Business Discretionary Sensitivity)."", 'passes': ""Paccar manufactures heavy-duty trucks. While it is an industrial manufacturer with energy costs, its margins are more significantly impacted by the health of the freight market. High oil prices hurt its customers (trucking companies), leading to lower truck demand and 'sluggish freight markets' which compress Paccar's margins through lower volumes and pricing pressure. This aligns with Criterion 3 (Consumer/Business Discretionary Sensitivity).""}",True
10795,Becton Dickinson,BDX,54.593933312,Health Care,Health Care Equipment,"Franklin Lakes, New Jersey",1897,"{'screening_result': 'Becton Dickinson (BD) explicitly states in its 10-K filings that significant increases in oil prices lead to higher resin (plastic) purchase costs, as well as increased packaging and transportation costs, which can adversely impact operating results and margins. It uses large amounts of plastic resins for its medical devices. https://investors.bd.com/sec-filings/all-sec-filings/content/0000010795-25-000099/0000010795-25-000099.pdf', 'passes': 'Becton Dickinson (BD) explicitly states in its 10-K filings that significant increases in oil prices lead to higher resin (plastic) purchase costs, as well as increased packaging and transportation costs, which can adversely impact operating results and margins. It uses large amounts of plastic resins for its medical devices. https://investors.bd.com/sec-filings/all-sec-filings/content/0000010795-25-000099/0000010795-25-000099.pdf'}",True
37996,Ford Motor Company,F,51.639103488,Consumer Discretionary,Automobile Manufacturers,"Dearborn, Michigan",1903,"{'screening_result': 'Ford Motor Company (F) is negatively impacted by high oil prices in two ways: it increases the cost of manufacturing (energy-intensive steel/aluminum production) and, more critically, it reduces demand for its most profitable vehicles (trucks and SUVs) as consumers shift toward more fuel-efficient options or reduce spending. Historically, Ford has cited ""rising gasoline prices"" as a primary reason for falling profits and margin compression during oil spikes.', 'passes': 'Ford Motor Company (F) is negatively impacted by high oil prices in two ways: it increases the cost of manufacturing (energy-intensive steel/aluminum production) and, more critically, it reduces demand for its most profitable vehicles (trucks and SUVs) as consumers shift toward more fuel-efficient options or reduce spending. Historically, Ford has cited ""rising gasoline prices"" as a primary reason for falling profits and margin compression during oil spikes.'}",True
1067701,United Rentals,URI,51.526381568,Industrials,Trading Companies & Distributors,"Stamford, Connecticut",1997,"{'screening_result': 'United Rentals is an equipment rental company with a large fleet of diesel-powered machinery and an extensive delivery network. Higher fuel and transportation costs have been cited by analysts as a source of margin pressure, as the company incurs significant costs in moving equipment between sites and fueling its service vehicles.', 'passes': 'United Rentals is an equipment rental company with a large fleet of diesel-powered machinery and an extensive delivery network. Higher fuel and transportation costs have been cited by analysts as a source of margin pressure, as the company incurs significant costs in moving equipment between sites and fueling its service vehicles.'}",True
721371,Cardinal Health,CAH,48.737869824,Health Care,Health Care Distributors,"Dublin, Ohio",1971,"{'screening_result': 'Cardinal Health is a major distributor of pharmaceuticals and medical products. Its business is highly transportation-dependent, involving a massive fleet for daily deliveries to pharmacies and hospitals. SEC filings (10-K) explicitly state that ""Increased fuel costs may adversely affect the Company\'s operating results"" and that the company may be unable to fully offset these increases or recover the costs from customers. This historical correlation and operational dependence make it a clear candidate for margin compression when oil prices rise.', 'passes': 'Cardinal Health is a major distributor of pharmaceuticals and medical products. Its business is highly transportation-dependent, involving a massive fleet for daily deliveries to pharmacies and hospitals. SEC filings (10-K) explicitly state that ""Increased fuel costs may adversely affect the Company\'s operating results"" and that the company may be unable to fully offset these increases or recover the costs from customers. This historical correlation and operational dependence make it a clear candidate for margin compression when oil prices rise.'}",True
1300514,Las Vegas Sands,LVS,47.0289408,Consumer Discretionary,Casinos & Gaming,"Las Vegas, Nevada",1988,"{'screening_result': 'Las Vegas Sands reports that its ferry operations and transportation services face higher operating expenses due to increased fuel costs [0e679c]. Additionally, as a luxury travel and gaming provider, it is sensitive to consumer discretionary spending and travel demand, which can be negatively impacted by high fuel costs [0e679c].', 'passes': 'Las Vegas Sands reports that its ferry operations and transportation services face higher operating expenses due to increased fuel costs [0e679c]. Additionally, as a luxury travel and gaming provider, it is sensitive to consumer discretionary spending and travel demand, which can be negatively impacted by high fuel costs [0e679c].'}",True
815556,Fastenal,FAST,46.461005824,Industrials,Trading Companies & Distributors,"Winona, Minnesota",1967,"{'screening_result': 'Fastenal is an industrial distributor with a massive logistics network. The company has historically noted that higher freight and shipping costs (fuel prices) exert downward pressure on its gross and operating margins, particularly when industrial activity is sluggish and costs cannot be fully passed through.', 'passes': 'Fastenal is an industrial distributor with a massive logistics network. The company has historically noted that higher freight and shipping costs (fuel prices) exert downward pressure on its gross and operating margins, particularly when industrial activity is sluggish and costs cannot be fully passed through.'}",True
277135,W. W. Grainger,GWW,45.973962752,Industrials,Industrial Machinery & Supplies & Components,"Lake Forest, Illinois",1927,"{'screening_result': 'W.W. Grainger (GWW) is a distributor that relies on extensive transportation networks. Its earnings reports list ""higher fuel costs or disruptions in transportation services"" as risks to its business. In Q3 2025, the company saw a significant margin dip attributed to inflation and ""unfavorable gross margin"" dynamics, which include the costs of getting products to customers. While it passes on some costs, sharp fuel increases pressure its operating margins.', 'passes': 'W.W. Grainger (GWW) is a distributor that relies on extensive transportation networks. Its earnings reports list ""higher fuel costs or disruptions in transportation services"" as risks to its business. In Q3 2025, the company saw a significant margin dip attributed to inflation and ""unfavorable gross margin"" dynamics, which include the costs of getting products to customers. While it passes on some costs, sharp fuel increases pressure its operating margins.'}",True
1755672,Corteva,CTVA,44.548960256,Materials,Fertilizers & Agricultural Chemicals,"Indianapolis, Indiana",2019,"{'screening_result': 'Corteva is an agricultural chemical and seed company. The production of crop protection chemicals and fertilizers is highly energy-intensive (using natural gas and oil derivatives as feedstocks and for processing), and rising energy costs create significant headwinds for its margins.', 'passes': 'Corteva is an agricultural chemical and seed company. The production of crop protection chemicals and fertilizers is highly energy-intensive (using natural gas and oil derivatives as feedstocks and for processing), and rising energy costs create significant headwinds for its margins.'}",True
56873,Kroger,KR,44.41931776,Consumer Staples,Food Retail,"Cincinnati, Ohio",1883,"{'screening_result': 'Kroger is a large-scale food retailer with an extensive private-label manufacturing and distribution network. Higher oil prices impact Kroger through increased diesel costs for its vast trucking fleet and higher costs for plastic packaging. Additionally, Kroger operates fuel centers where margins are notoriously thin and often compress when wholesale prices rise rapidly, as retail price increases may lag.', 'passes': 'Kroger is a large-scale food retailer with an extensive private-label manufacturing and distribution network. Higher oil prices impact Kroger through increased diesel costs for its vast trucking fleet and higher costs for plastic packaging. Additionally, Kroger operates fuel centers where margins are notoriously thin and often compress when wholesale prices rise rapidly, as retail price increases may lag.'}",True
27904,Delta Air Lines,DAL,42.533994496,Industrials,Passenger Airlines,"Atlanta, Georgia",1929,"{'screening_result': 'Delta Air Lines (DAL) is highly sensitive to oil prices, as fuel is its second-largest operating cost after labor. While it has some refinery and hedging operations, historical data and 10-K risk factors confirm that oil price spikes materially impact operating results and margins.', 'passes': 'Delta Air Lines (DAL) is highly sensitive to oil prices, as fuel is its second-largest operating cost after labor. While it has some refinery and hedging operations, historical data and 10-K risk factors confirm that oil price spikes materially impact operating results and margins.'}",True
27419,Target Corporation,TGT,41.109491712,Consumer Staples,Consumer Staples Merchandise Retail,"Minneapolis, Minnesota",1902,"{'screening_result': 'Target Corporation operates a massive retail supply chain and delivery network. It has historically reported significant profit drops and margin compression (e.g., Q1 2022) specifically attributed to unexpectedly high fuel and freight costs driven by rising oil prices. Because it competes on price with other retailers, it cannot always immediately pass through these logistics costs to consumers.', 'passes': 'Target Corporation operates a massive retail supply chain and delivery network. It has historically reported significant profit drops and margin compression (e.g., Q1 2022) specifically attributed to unexpectedly high fuel and freight costs driven by rising oil prices. Because it competes on price with other retailers, it cannot always immediately pass through these logistics costs to consumers.'}",True
1041061,Yum! Brands,YUM,40.987111424,Consumer Discretionary,Restaurants,"Louisville, Kentucky",1997,"{'screening_result': 'Yum! Brands (parent of KFC, Pizza Hut, Taco Bell) is highly sensitive to oil prices through multiple channels. High oil prices increase logistics and delivery expenses for the company and its franchisees, while also reducing the discretionary income of its core customer base. Past periods of high inflation and energy costs have been noted as deterrents to growth and drivers of cost pressure in company filings and analyst reports.', 'passes': 'Yum! Brands (parent of KFC, Pizza Hut, Taco Bell) is highly sensitive to oil prices through multiple channels. High oil prices increase logistics and delivery expenses for the company and its franchisees, while also reducing the discretionary income of its core customer base. Past periods of high inflation and energy costs have been noted as deterrents to growth and drivers of cost pressure in company filings and analyst reports.'}",True
1396009,Vulcan Materials Company,VMC,38.29682176,Materials,Construction Materials,"Birmingham, Alabama",1909,"{'screening_result': 'Vulcan Materials has significant exposure to oil prices through high fuel costs for extracting and transporting heavy aggregates and the cost of liquid asphalt, a petroleum byproduct used in its asphalt business. Historical results show that surges in oil prices lead to higher unit costs for liquid asphalt that can squeeze margins, as noted in their 2022 financial reports where pricing efforts were needed to mitigate these costs. (Source: Vulcan Materials 2021/2022 Earnings Reports).', 'passes': 'Vulcan Materials has significant exposure to oil prices through high fuel costs for extracting and transporting heavy aggregates and the cost of liquid asphalt, a petroleum byproduct used in its asphalt business. Historical results show that surges in oil prices lead to higher unit costs for liquid asphalt that can squeeze margins, as noted in their 2022 financial reports where pricing efforts were needed to mitigate these costs. (Source: Vulcan Materials 2021/2022 Earnings Reports).'}",True
1418135,Keurig Dr Pepper,KDP,38.216941568,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,"Burlington, Massachusetts",1981,"{'screening_result': 'Keurig Dr Pepper is a beverage company with high reliance on transportation for distribution and plastic (PET) for packaging. Both are directly impacted by oil prices. The company has explicitly noted ""margin pressure... as rising cost pressures—including higher fuel costs"" impact results.', 'passes': 'Keurig Dr Pepper is a beverage company with high reliance on transportation for distribution and plastic (PET) for packaging. Both are directly impacted by oil prices. The company has explicitly noted ""margin pressure... as rising cost pressures—including higher fuel costs"" impact results.'}",True
900075,Copart,CPRT,37.713969152,Industrials,Diversified Support Services,"Dallas, Texas",1982,"{'screening_result': ""Copart operates online vehicle auctions and provides extensive transportation and storage services for salvaged vehicles. Higher fuel prices directly impact its transportation costs, which can pressure margins if not fully offset. Furthermore, the company's volume is sensitive to 'miles driven' in the U.S., which tends to fall when gasoline prices rise, leading to lower total loss frequency and auction volumes."", 'passes': ""Copart operates online vehicle auctions and provides extensive transportation and storage services for salvaged vehicles. Higher fuel prices directly impact its transportation costs, which can pressure margins if not fully offset. Furthermore, the company's volume is sensitive to 'miles driven' in the U.S., which tends to fall when gasoline prices rise, leading to lower total loss frequency and auction volumes.""}",True
73309,Nucor,NUE,36.866838528,Materials,Steel,"Charlotte, North Carolina",1940,"{'screening_result': 'Nucor is a major steel producer. Steel manufacturing is highly energy-intensive, and Nucor specifically identifies fluctuations in electricity and natural gas as factors that directly impact production costs and profit margins. Historical filings and reports indicate that lower energy costs per ton increase gross margins, while spikes in energy prices (including oil and gas) cause margin compression. Additionally, Nucor faces transportation costs for heavy raw materials and finished steel, making it sensitive to fuel price increases. Although it has some pricing power, it is a commodity producer subject to market cycles where costs cannot always be fully passed through during periods of high energy prices. Source: [Steel Industry News, Nucor 10-K filings].', 'passes': 'Nucor is a major steel producer. Steel manufacturing is highly energy-intensive, and Nucor specifically identifies fluctuations in electricity and natural gas as factors that directly impact production costs and profit margins. Historical filings and reports indicate that lower energy costs per ton increase gross margins, while spikes in energy prices (including oil and gas) cause margin compression. Additionally, Nucor faces transportation costs for heavy raw materials and finished steel, making it sensitive to fuel price increases. Although it has some pricing power, it is a commodity producer subject to market cycles where costs cannot always be fully passed through during periods of high energy prices. Source: [Steel Industry News, Nucor 10-K filings].'}",True
916076,Martin Marietta Materials,MLM,36.666138624,Materials,Construction Materials,"Raleigh, North Carolina",1993,"{'screening_result': ""Martin Marietta Materials produces aggregates and construction materials. These operations are energy-intensive (extraction/processing) and heavily dependent on diesel-fueled transportation for delivery. Company reports have historically highlighted that margins expand when energy costs 'moderate' and compress when diesel costs rise, as these costs are a major component of the cost of goods sold."", 'passes': ""Martin Marietta Materials produces aggregates and construction materials. These operations are energy-intensive (extraction/processing) and heavily dependent on diesel-fueled transportation for delivery. Company reports have historically highlighted that margins expand when energy costs 'moderate' and compress when diesel costs rise, as these costs are a major component of the cost of goods sold.""}",True
96021,Sysco,SYY,35.646418944,Consumer Staples,Food Distributors,"Houston, Texas",1969,"{'screening_result': ""Sysco is the largest global food distributor and is highly dependent on transportation and logistics. Fuel costs (specifically diesel) are a significant operating expense for its massive delivery fleet. Sysco's 10-K filings explicitly identify fluctuating fuel prices as a risk to its margins, noting that increased fuel costs impact delivery expenses and that its fuel hedging strategies may not fully offset these increases. In competitive food distribution markets, Sysco may struggle to pass on the full impact of fuel spikes to its customers (restaurants and hospitals), leading to direct margin compression."", 'passes': ""Sysco is the largest global food distributor and is highly dependent on transportation and logistics. Fuel costs (specifically diesel) are a significant operating expense for its massive delivery fleet. Sysco's 10-K filings explicitly identify fluctuating fuel prices as a risk to its margins, noting that increased fuel costs impact delivery expenses and that its fuel hedging strategies may not fully offset these increases. In competitive food distribution markets, Sysco may struggle to pass on the full impact of fuel spikes to its customers (restaurants and hospitals), leading to direct margin compression.""}",True
55785,Kimberly-Clark,KMB,35.492257792,Consumer Staples,Household Products,"Irving, Texas",1872,"{'screening_result': ""Kimberly-Clark (KMB) is highly sensitive to oil prices because petroleum-based materials (resins) and energy-intensive manufacturing (pulp processing) are significant input costs. High oil prices directly compress gross margins, as seen in historical periods where rising commodity costs outpaced the company's ability to raise prices."", 'passes': ""Kimberly-Clark (KMB) is highly sensitive to oil prices because petroleum-based materials (resins) and energy-intensive manufacturing (pulp processing) are significant input costs. High oil prices directly compress gross margins, as seen in historical periods where rising commodity costs outpaced the company's ability to raise prices.""}",True
815097,Carnival,CCL,35.035992064,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",1972,"{'screening_result': ""Carnival Corporation's margins are highly sensitive to fuel prices, which it identifies as a factor beyond its control that adversely impacts costs and scheduled itineraries (Document ID: b8627c). Historically, significant changes in oil prices have a direct and measurable impact on its earnings per share and operating margins."", 'passes': ""Carnival Corporation's margins are highly sensitive to fuel prices, which it identifies as a factor beyond its control that adversely impacts costs and scheduled itineraries (Document ID: b8627c). Historically, significant changes in oil prices have a direct and measurable impact on its earnings per share and operating margins.""}",True
100517,United Airlines Holdings,UAL,33.791770624,Industrials,Passenger Airlines,"Chicago, Illinois",1967,"{'screening_result': 'United Airlines is in the passenger airline industry, where jet fuel is a primary and volatile operating expense. Research confirms that ""even small changes in fuel prices can have a material effect on profit margins"" and that rising jet fuel prices ""squeeze profit margins."" It fits the criteria of high energy costs and historical correlation perfectly.', 'passes': 'United Airlines is in the passenger airline industry, where jet fuel is a primary and volatile operating expense. Research confirms that ""even small changes in fuel prices can have a material effect on profit margins"" and that rising jet fuel prices ""squeeze profit margins."" It fits the criteria of high energy costs and historical correlation perfectly.'}",True
1324424,Expedia Group,EXPE,32.62380032,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Seattle, Washington",1996,"{'screening_result': 'Expedia Group is highly sensitive to oil prices. Higher jet fuel prices lead to higher airfares, which historically reduces the remaining consumer budget for high-margin hotel bookings and other travel services, leading to margin compression for online travel agents.', 'passes': 'Expedia Group is highly sensitive to oil prices. Higher jet fuel prices lead to higher airfares, which historically reduces the remaining consumer budget for high-margin hotel bookings and other travel services, leading to margin compression for online travel agents.'}",True
1637459,Kraft Heinz,KHC,29.544042496,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois;Pittsburgh, Pennsylvania",2015 (1869),"{'screening_result': 'Kraft Heinz (KHC) is a consumer staples company with extensive logistics needs. Rising oil prices lead to higher fuel surcharges for product distribution and increase the cost of plastic packaging (derived from petrochemicals). Given the highly competitive nature of the packaged food industry and consumer price sensitivity, Kraft Heinz has historically experienced gross margin compression when energy-related input costs surge faster than its ability to implement price hikes. PESTLE analysis for the company explicitly cites fluctuating oil prices as a risk to its margins.', 'passes': 'Kraft Heinz (KHC) is a consumer staples company with extensive logistics needs. Rising oil prices lead to higher fuel surcharges for product distribution and increase the cost of plastic packaging (derived from petrochemicals). Given the highly competitive nature of the packaged food industry and consumer price sensitivity, Kraft Heinz has historically experienced gross margin compression when energy-related input costs surge faster than its ability to implement price hikes. PESTLE analysis for the company explicitly cites fluctuating oil prices as a risk to its margins.'}",True
1601712,Synchrony Financial,SYF,29.347897344,Financials,Consumer Finance,"Stamford, Connecticut",2003,"{'screening_result': ""Synchrony Financial is a consumer finance company. It is sensitive to oil prices via Criterion 3: consumer discretionary sensitivity. Its core customer base (low-to-middle income) is highly sensitive to gasoline prices; when gas prices rise, discretionary spending on Synchrony's private-label cards typically falls, and credit risk/delinquencies often increase, leading to margin compression from higher provisions for credit losses."", 'passes': ""Synchrony Financial is a consumer finance company. It is sensitive to oil prices via Criterion 3: consumer discretionary sensitivity. Its core customer base (low-to-middle income) is highly sensitive to gasoline prices; when gas prices rise, discretionary spending on Synchrony's private-label cards typically falls, and credit risk/delinquencies often increase, leading to margin compression from higher provisions for credit losses.""}",True
84839,"Rollins, Inc.",ROL,29.302069248,Industrials,Environmental & Facilities Services,"Atlanta, Georgia",1948,"{'screening_result': 'Rollins, the parent company of Orkin, operates a massive fleet of over 10,000 vehicles for its pest control services. Fuel is a significant and direct operating expense. Historical earnings reports confirm that increases in fuel prices have previously reduced EBITDA margins and overall profitability, despite route optimization efforts.', 'passes': 'Rollins, the parent company of Orkin, operates a massive fleet of over 10,000 vehicles for its pest control services. Fuel is a significant and direct operating expense. Historical earnings reports confirm that increases in fuel prices have previously reduced EBITDA margins and overall profitability, despite route optimization efforts.'}",True
55067,Kellanova,K,28.923639808,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois",1906,"{'screening_result': ""Kellanova (formerly Kellogg Company's snacks business) faces margin pressure when oil prices rise due to increased costs for packaging (resins for plastic) and energy-intensive manufacturing/distribution. Financial reports highlight that rising input costs, including oil-linked packaging and logistics, have historically pressured operating margins."", 'passes': ""Kellanova (formerly Kellogg Company's snacks business) faces margin pressure when oil prices rise due to increased costs for packaging (resins for plastic) and energy-intensive manufacturing/distribution. Financial reports highlight that rising input costs, including oil-linked packaging and logistics, have historically pressured operating margins.""}",True
916365,Tractor Supply,TSCO,28.121638912,Consumer Discretionary,Other Specialty Retail,"Brentwood, Tennessee",1938,"{'screening_result': 'Tractor Supply serves a rural customer base that is highly sensitive to gasoline prices due to longer commute distances. Higher fuel prices squeeze the discretionary budgets of its core customers. Additionally, the company manages a large-scale logistics network for heavy and bulky products, making freight costs a significant margin headwind. (Source: Tractor Supply 10-K and PESTLE analysis).', 'passes': 'Tractor Supply serves a rural customer base that is highly sensitive to gasoline prices due to longer commute distances. Higher fuel prices squeeze the discretionary budgets of its core customers. Additionally, the company manages a large-scale logistics network for heavy and bulky products, making freight costs a significant margin headwind. (Source: Tractor Supply 10-K and PESTLE analysis).'}",True
105634,Emcor,EME,27.144677376,Industrials,Construction & Engineering,"Norwalk, Connecticut",1994,"{'screening_result': 'EMCOR Group is a construction and industrial services company that operates one of the largest private vehicle fleets in the United States. The company has historically reported that increased fuel prices negatively impact its operating margins. For instance, in 2021 and 2022, management noted that higher fuel costs and supply chain disruptions pressured margins. Because it performs services under various contract types (some fixed-price), it cannot always pass through fuel spikes immediately. This high transportation dependence makes its margins sensitive to oil price increases. Source: [EMCOR 2021/2022 Earnings Reports, Seeking Alpha].', 'passes': 'EMCOR Group is a construction and industrial services company that operates one of the largest private vehicle fleets in the United States. The company has historically reported that increased fuel prices negatively impact its operating margins. For instance, in 2021 and 2022, management noted that higher fuel costs and supply chain disruptions pressured margins. Because it performs services under various contract types (some fixed-price), it cannot always pass through fuel spikes immediately. This high transportation dependence makes its margins sensitive to oil price increases. Source: [EMCOR 2021/2022 Earnings Reports, Seeking Alpha].'}",True
1093557,Dexcom,DXCM,25.274404864,Health Care,Health Care Equipment,"San Diego, California",1999,"{'screening_result': ""Dexcom's continuous glucose monitoring (CGM) sensors are made of plastic and require global distribution. Management has explicitly identified higher crude oil prices as a factor that increases resin costs and transportation expenses, leading to margin pressure when these costs spike. Even with strong demand, the physical nature of the disposable product makes it sensitive to oil-based input costs."", 'passes': ""Dexcom's continuous glucose monitoring (CGM) sensors are made of plastic and require global distribution. Management has explicitly identified higher crude oil prices as a factor that increases resin costs and transportation expenses, leading to margin pressure when these costs spike. Even with strong demand, the physical nature of the disposable product makes it sensitive to oil-based input costs.""}",True
822416,PulteGroup,PHM,24.96800768,Consumer Discretionary,Homebuilding,"Atlanta, Georgia",1956,"{'screening_result': 'PulteGroup is a major homebuilder. Its 10-K explicitly notes that increases in energy, transportation, or raw material costs can reduce its margins. Higher oil prices raise the cost of construction materials and their transport to sites, while also potentially dampening home demand through higher consumer energy bills.', 'passes': 'PulteGroup is a major homebuilder. Its 10-K explicitly notes that increases in energy, transportation, or raw material costs can reduce its margins. Higher oil prices raise the cost of construction materials and their transport to sites, while also potentially dampening home demand through higher consumer energy bills.'}",True
1022671,Steel Dynamics,STLD,24.675905536,Materials,Steel,"Fort Wayne, Indiana",1993,"{'screening_result': ""Steel Dynamics is a steel producer using electric arc furnaces. While more efficient than blast furnaces, steel production is still energy-intensive, and the company is highly dependent on transportation (freight) for both raw material scrap and finished product delivery (Criteria 1 & 4). Higher oil prices drive up delivery costs and energy surcharges, which can erode margins, especially during periods where steel prices aren't rising as fast as input costs."", 'passes': ""Steel Dynamics is a steel producer using electric arc furnaces. While more efficient than blast furnaces, steel production is still energy-intensive, and the company is highly dependent on transportation (freight) for both raw material scrap and finished product delivery (Criteria 1 & 4). Higher oil prices drive up delivery costs and energy surcharges, which can erode margins, especially during periods where steel prices aren't rising as fast as input costs.""}",True
1403568,Ulta Beauty,ULTA,24.632440832,Consumer Discretionary,Other Specialty Retail,"Bolingbrook, Illinois",1990,"{'screening_result': 'Ulta Beauty is a consumer discretionary retailer sensitive to consumer spending habits. Higher gasoline prices act as a ""tax"" on consumers, reducing discretionary income for beauty products and potentially decreasing store foot traffic. Additionally, Ulta\'s extensive logistics and shipping operations are impacted by higher fuel costs. (Source: Barron\'s reporting on gas price impact on retailers).', 'passes': 'Ulta Beauty is a consumer discretionary retailer sensitive to consumer spending habits. Higher gasoline prices act as a ""tax"" on consumers, reducing discretionary income for beauty products and potentially decreasing store foot traffic. Additionally, Ulta\'s extensive logistics and shipping operations are impacted by higher fuel costs. (Source: Barron\'s reporting on gas price impact on retailers).'}",True
40704,General Mills,GIS,24.55812096,Consumer Staples,Packaged Foods & Meats,"Golden Valley, Minnesota",1856,"{'screening_result': 'General Mills has reported margin compression driven by higher input costs, including energy and transportation, during periods of high inflation. The company has faced consumer pushback on price increases (elasticity), making it difficult to maintain margins when oil-driven supply chain costs rise. Management has noted input cost inflation as a primary headwind to operating profit.', 'passes': 'General Mills has reported margin compression driven by higher input costs, including energy and transportation, during periods of high inflation. The company has faced consumer pushback on price increases (elasticity), making it difficult to maintain margins when oil-driven supply chain costs rise. Management has noted input cost inflation as a primary headwind to operating profit.'}",True
29534,Dollar General,DG,24.2182656,Consumer Staples,Consumer Staples Merchandise Retail,"Goodlettsville, Tennessee",1939,"{'screening_result': ""Dollar General's margins fall when oil prices rise due to two factors: 1) high transportation and logistics costs for its vast retail network, and 2) its low-income customer base being highly sensitive to gasoline prices. When gas prices rise, these customers have less disposable income for discretionary items (Criterion 3), leading to a less profitable sales mix and margin compression."", 'passes': ""Dollar General's margins fall when oil prices rise due to two factors: 1) high transportation and logistics costs for its vast retail network, and 2) its low-income customer base being highly sensitive to gasoline prices. When gas prices rise, these customers have less disposable income for discretionary items (Criterion 3), leading to a less profitable sales mix and margin compression.""}",True
